Description,Variables,value,unit,,,,6
UTC Day at Key OFF,vegpsr_t_ops_daykeyoff,10,Day,0139206_2020-8-10-19-40-11,,,
UTC Hours at Key OFF,vegpsr_t_ops_hourkeyoff,19,Hour,0139206_2020-8-10-19-40-11,,,
UTC Minutes at Key OFF,vegpsr_t_ops_minkeyoff,40,Minute,0139206_2020-8-10-19-40-11,,,
UTC Month at Key OFF,vegpsr_e_ops_monthkeyoff,8,Month,0139206_2020-8-10-19-40-11,,,
UTC Seconds at Key OFF,vegpsr_t_ops_seckeyoff,11,Second,0139206_2020-8-10-19-40-11,,,
UTC Year at Key OFF,vegpsr_t_ops_yearkeyoff,2020,Year,0139206_2020-8-10-19-40-11,,,
Vehicle Odometer Value at Key OFF,vevspr_l_ops_vehodokeyoff,367.84375,km (KeyOff),0139206_2020-8-10-19-40-11,,,
Vehicle Odometer Value at Key ON,vevspr_l_ops_vehodokeyon,363.59375,km (KeyOn),0139206_2020-8-10-19-40-11,,,
Adaptive Cruise Control Setting Type at key on,vefsrr_e_ops_selmodekeyon,0,$0=Manual $1=Auto,0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed 150 kph and greater when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[10],0,(150<),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],169,(0-15),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (0-15 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[0],0,(0-15),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (105-120 kph),vavspr_cnt_ops_vehspd[x]_[7],1361,(105-120),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (105-120 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[7],0,(105-120),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (120-135 kph),vavspr_cnt_ops_vehspd[x]_[8],400,(120-135),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (120-135 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[8],0,(120-135),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (135-150 kph),vavspr_cnt_ops_vehspd[x]_[9],0,(135-150),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (135-150 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[9],0,(135-150),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (15-30 kph),vavspr_cnt_ops_vehspd[x]_[1],137,(15-30),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (15-30 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[1],0,(15-30),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (30-45 kph),vavspr_cnt_ops_vehspd[x]_[2],196,(30-45),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (30-45 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[2],0,(30-45),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],280,(45-60),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (45-60 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[3],0,(45-60),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (60-75 kph),vavspr_cnt_ops_vehspd[x]_[4],292,(60-75),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (60-75 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[4],0,(60-75),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (75-90 kph),vavspr_cnt_ops_vehspd[x]_[5],314,(75-90),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (75-90 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[5],0,(75-90),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (90-105 kph),vavspr_cnt_ops_vehspd[x]_[6],359,(90-105),0139206_2020-8-11-15-55-40,,,
Counter for vehicle speed within (90-105 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[6],0,(90-105),0139206_2020-8-11-15-55-40,,,
Counter of vehicle movement state at (Forward),vavdyr_cnt_ops_vehmotionstate[x]_[2],3592,Forward,0139206_2020-8-11-15-55-40,,,
Counter of vehicle movement state at (Invalid),vavdyr_cnt_ops_vehmotionstate[x]_[4],0,Invalid,0139206_2020-8-11-15-55-40,,,
Counter of vehicle movement state at (Neutral),vavdyr_cnt_ops_vehmotionstate[x]_[1],1,Neutral,0139206_2020-8-11-15-55-40,,,
Counter of vehicle movement state at (Parked),vavdyr_cnt_ops_vehmotionstate[x]_[0],573,Parked,0139206_2020-8-11-15-55-40,,,
Counter of vehicle movement state at (Reverse),vavdyr_cnt_ops_vehmotionstate[x]_[3],17,Reversed,0139206_2020-8-11-15-55-40,,,
Driver Alert Type Customization Current Setting value at key on,venvar_e_ops_alrtdrvrslctdkeyon,2,$0 = SettingUnknow $1 = Chime $2 = Seat,0139206_2020-8-11-15-55-40,,,
Forward Collision Alert Gap Setting at key on,vefimr_e_ops_fca_gapsetkeyon,0,$0 = Far $1 = Medium $2 = Near $3 = Off $4 = Unknown $5=Faulted,0139206_2020-8-11-15-55-40,,,
Forward Impact Mitigation Operation Select Customization Current Setting Value at key on,vefimr_e_ops_cps_cursetkeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0139206_2020-8-11-15-55-40,,,
Front PCM Response Type Customization Current Setting Value at key on,vepcmr_e_ops_cursetvaluekeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0139206_2020-8-11-15-55-40,,,
Go Notifier Customization Current Setting Value at key on,vefsrr_e_ops_gonocustomkeyon,2,$0=SettingUnknown $1=Off $2=On,0139206_2020-8-11-15-55-40,,,
Lane Change Alert Customization Current Setting Value at key on,verimr_e_ops_lca_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-11-15-55-40,,,
Lateral Assist Customer Selection Status at key on,veldfr_e_ops_ltrlasststkeyon,0,$0 = Off $1 = LDW $2 = LKA $3 = HoLF,0139206_2020-8-11-15-55-40,,,
Outside Air Temperature Key OFF,veoatr_t_ops_tempkeyoff,33.328125,deg C (KeyOff),0139206_2020-8-11-15-55-40,,,
Outside Air Temperature Key ON,veoatr_t_ops_tempkeyon,42.1875,deg C (KeyOn),0139206_2020-8-11-15-55-40,,,
Outside Air Temperature Max,veoatr_t_maxtempthiskeyon,42.1875,deg C (Max),0139206_2020-8-11-15-55-40,,,
Outside Air Temperature Min,veoatr_t_mintempthiskeyon,31.359375,deg C (Min),0139206_2020-8-11-15-55-40,,,
Positioning System Latitude at Key OFF,vegpsr_phi_ops_latitudekeyoff,40.88801722,deg (Lat KeyOff),0139206_2020-8-11-15-55-40,,,
Positioning System Latitude at Key ON,vegpsr_phi_ops_latitudekeyon,40.36946556,deg (Lat KeyOn),0139206_2020-8-11-15-55-40,,,
Positioning System Longitude at Key OFF,vegpsr_phi_ops_longitudekeyoff,-74.27413861,deg (Long KeyOff),0139206_2020-8-11-15-55-40,,,
Positioning System Longitude at Key ON,vegpsr_phi_ops_longitudekeyon,-74.49177417,deg (Long KeyOn),0139206_2020-8-11-15-55-40,,,
Rear Cross Traffic Alert Customization Current Setting Value at key on,verimr_e_ops_rcta_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-11-15-55-40,,,
Side Blind Zone Alert Customization Current Setting Value at key on,verimr_e_ops_sbza_custstkeyon,1,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-11-15-55-40,,,
UTC Day at Key OFF,vegpsr_t_ops_daykeyoff,11,Day,0139206_2020-8-11-15-55-40,,,
UTC Hours at Key OFF,vegpsr_t_ops_hourkeyoff,15,Hour,0139206_2020-8-11-15-55-40,,,
UTC Minutes at Key OFF,vegpsr_t_ops_minkeyoff,55,Minute,0139206_2020-8-11-15-55-40,,,
UTC Month at Key OFF,vegpsr_e_ops_monthkeyoff,8,Month,0139206_2020-8-11-15-55-40,,,
UTC Seconds at Key OFF,vegpsr_t_ops_seckeyoff,40,Second,0139206_2020-8-11-15-55-40,,,
UTC Year at Key OFF,vegpsr_t_ops_yearkeyoff,2020,Year,0139206_2020-8-11-15-55-40,,,
Vehicle Odometer Value at Key OFF,vevspr_l_ops_vehodokeyoff,523.703125,km (KeyOff),0139206_2020-8-11-15-55-40,,,
Vehicle Odometer Value at Key ON,vevspr_l_ops_vehodokeyon,437.203125,km (KeyOn),0139206_2020-8-11-15-55-40,,,
Adaptive Cruise Control Setting Type at key on,vefsrr_e_ops_selmodekeyon,0,$0=Manual $1=Auto,0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed 150 kph and greater when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[10],0,(150<),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],103,(0-15),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (0-15 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[0],0,(0-15),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (105-120 kph),vavspr_cnt_ops_vehspd[x]_[7],0,(105-120),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (105-120 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[7],0,(105-120),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (120-135 kph),vavspr_cnt_ops_vehspd[x]_[8],0,(120-135),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (120-135 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[8],0,(120-135),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (135-150 kph),vavspr_cnt_ops_vehspd[x]_[9],0,(135-150),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (135-150 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[9],0,(135-150),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (15-30 kph),vavspr_cnt_ops_vehspd[x]_[1],96,(15-30),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (15-30 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[1],0,(15-30),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (30-45 kph),vavspr_cnt_ops_vehspd[x]_[2],42,(30-45),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (30-45 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[2],0,(30-45),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],66,(45-60),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (45-60 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[3],0,(45-60),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (60-75 kph),vavspr_cnt_ops_vehspd[x]_[4],93,(60-75),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (60-75 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[4],0,(60-75),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (75-90 kph),vavspr_cnt_ops_vehspd[x]_[5],14,(75-90),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (75-90 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[5],0,(75-90),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (90-105 kph),vavspr_cnt_ops_vehspd[x]_[6],0,(90-105),0139206_2020-8-11-16-10-32,,,
Counter for vehicle speed within (90-105 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[6],0,(90-105),0139206_2020-8-11-16-10-32,,,
Counter of vehicle movement state at (Forward),vavdyr_cnt_ops_vehmotionstate[x]_[2],426,Forward,0139206_2020-8-11-16-10-32,,,
Counter of vehicle movement state at (Invalid),vavdyr_cnt_ops_vehmotionstate[x]_[4],0,Invalid,0139206_2020-8-11-16-10-32,,,
Counter of vehicle movement state at (Neutral),vavdyr_cnt_ops_vehmotionstate[x]_[1],4,Neutral,0139206_2020-8-11-16-10-32,,,
Counter of vehicle movement state at (Parked),vavdyr_cnt_ops_vehmotionstate[x]_[0],219,Parked,0139206_2020-8-11-16-10-32,,,
Counter of vehicle movement state at (Reverse),vavdyr_cnt_ops_vehmotionstate[x]_[3],11,Reversed,0139206_2020-8-11-16-10-32,,,
Driver Alert Type Customization Current Setting value at key on,venvar_e_ops_alrtdrvrslctdkeyon,2,$0 = SettingUnknow $1 = Chime $2 = Seat,0139206_2020-8-11-16-10-32,,,
Forward Collision Alert Gap Setting at key on,vefimr_e_ops_fca_gapsetkeyon,0,$0 = Far $1 = Medium $2 = Near $3 = Off $4 = Unknown $5=Faulted,0139206_2020-8-11-16-10-32,,,
Forward Impact Mitigation Operation Select Customization Current Setting Value at key on,vefimr_e_ops_cps_cursetkeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0139206_2020-8-11-16-10-32,,,
Front PCM Response Type Customization Current Setting Value at key on,vepcmr_e_ops_cursetvaluekeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0139206_2020-8-11-16-10-32,,,
Go Notifier Customization Current Setting Value at key on,vefsrr_e_ops_gonocustomkeyon,2,$0=SettingUnknown $1=Off $2=On,0139206_2020-8-11-16-10-32,,,
Lane Change Alert Customization Current Setting Value at key on,verimr_e_ops_lca_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-11-16-10-32,,,
Lateral Assist Customer Selection Status at key on,veldfr_e_ops_ltrlasststkeyon,2,$0 = Off $1 = LDW $2 = LKA $3 = HoLF,0139206_2020-8-11-16-10-32,,,
Outside Air Temperature Key OFF,veoatr_t_ops_tempkeyoff,33.328125,deg C (KeyOff),0139206_2020-8-11-16-10-32,,,
Outside Air Temperature Key ON,veoatr_t_ops_tempkeyon,33.328125,deg C (KeyOn),0139206_2020-8-11-16-10-32,,,
Outside Air Temperature Max,veoatr_t_maxtempthiskeyon,34.3125,deg C (Max),0139206_2020-8-11-16-10-32,,,
Outside Air Temperature Min,veoatr_t_mintempthiskeyon,33.328125,deg C (Min),0139206_2020-8-11-16-10-32,,,
Positioning System Latitude at Key OFF,vegpsr_phi_ops_latitudekeyoff,40.86247861,deg (Lat KeyOff),0139206_2020-8-11-16-10-32,,,
Positioning System Latitude at Key ON,vegpsr_phi_ops_latitudekeyon,40.88801722,deg (Lat KeyOn),0139206_2020-8-11-16-10-32,,,
Positioning System Longitude at Key OFF,vegpsr_phi_ops_longitudekeyoff,-74.28617583,deg (Long KeyOff),0139206_2020-8-11-16-10-32,,,
Positioning System Longitude at Key ON,vegpsr_phi_ops_longitudekeyon,-74.27413861,deg (Long KeyOn),0139206_2020-8-11-16-10-32,,,
Rear Cross Traffic Alert Customization Current Setting Value at key on,verimr_e_ops_rcta_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-11-16-10-32,,,
Side Blind Zone Alert Customization Current Setting Value at key on,verimr_e_ops_sbza_custstkeyon,1,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-11-16-10-32,,,
UTC Day at Key OFF,vegpsr_t_ops_daykeyoff,11,Day,0139206_2020-8-11-16-10-32,,,
UTC Hours at Key OFF,vegpsr_t_ops_hourkeyoff,16,Hour,0139206_2020-8-11-16-10-32,,,
UTC Minutes at Key OFF,vegpsr_t_ops_minkeyoff,10,Minute,0139206_2020-8-11-16-10-32,,,
UTC Month at Key OFF,vegpsr_e_ops_monthkeyoff,8,Month,0139206_2020-8-11-16-10-32,,,
UTC Seconds at Key OFF,vegpsr_t_ops_seckeyoff,32,Second,0139206_2020-8-11-16-10-32,,,
UTC Year at Key OFF,vegpsr_t_ops_yearkeyoff,2020,Year,0139206_2020-8-11-16-10-32,,,
Vehicle Odometer Value at Key OFF,vevspr_l_ops_vehodokeyoff,527.90625,km (KeyOff),0139206_2020-8-11-16-10-32,,,
Vehicle Odometer Value at Key ON,vevspr_l_ops_vehodokeyon,523.703125,km (KeyOn),0139206_2020-8-11-16-10-32,,,
Adaptive Cruise Control Setting Type at key on,vefsrr_e_ops_selmodekeyon,0,$0=Manual $1=Auto,0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed 150 kph and greater when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[10],0,(150<),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],167,(0-15),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (0-15 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[0],0,(0-15),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (105-120 kph),vavspr_cnt_ops_vehspd[x]_[7],803,(105-120),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (105-120 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[7],0,(105-120),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (120-135 kph),vavspr_cnt_ops_vehspd[x]_[8],62,(120-135),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (120-135 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[8],0,(120-135),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (135-150 kph),vavspr_cnt_ops_vehspd[x]_[9],0,(135-150),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (135-150 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[9],0,(135-150),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (15-30 kph),vavspr_cnt_ops_vehspd[x]_[1],75,(15-30),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (15-30 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[1],0,(15-30),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (30-45 kph),vavspr_cnt_ops_vehspd[x]_[2],120,(30-45),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (30-45 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[2],0,(30-45),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],122,(45-60),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (45-60 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[3],0,(45-60),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (60-75 kph),vavspr_cnt_ops_vehspd[x]_[4],236,(60-75),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (60-75 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[4],0,(60-75),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (75-90 kph),vavspr_cnt_ops_vehspd[x]_[5],234,(75-90),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (75-90 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[5],0,(75-90),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (90-105 kph),vavspr_cnt_ops_vehspd[x]_[6],388,(90-105),0139206_2020-8-11-17-52-17,,,
Counter for vehicle speed within (90-105 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[6],0,(90-105),0139206_2020-8-11-17-52-17,,,
Counter of vehicle movement state at (Forward),vavdyr_cnt_ops_vehmotionstate[x]_[2],2325,Forward,0139206_2020-8-11-17-52-17,,,
Counter of vehicle movement state at (Invalid),vavdyr_cnt_ops_vehmotionstate[x]_[4],0,Invalid,0139206_2020-8-11-17-52-17,,,
Counter of vehicle movement state at (Neutral),vavdyr_cnt_ops_vehmotionstate[x]_[1],0,Neutral,0139206_2020-8-11-17-52-17,,,
Counter of vehicle movement state at (Parked),vavdyr_cnt_ops_vehmotionstate[x]_[0],279,Parked,0139206_2020-8-11-17-52-17,,,
Counter of vehicle movement state at (Reverse),vavdyr_cnt_ops_vehmotionstate[x]_[3],8,Reversed,0139206_2020-8-11-17-52-17,,,
Driver Alert Type Customization Current Setting value at key on,venvar_e_ops_alrtdrvrslctdkeyon,2,$0 = SettingUnknow $1 = Chime $2 = Seat,0139206_2020-8-11-17-52-17,,,
Forward Collision Alert Gap Setting at key on,vefimr_e_ops_fca_gapsetkeyon,0,$0 = Far $1 = Medium $2 = Near $3 = Off $4 = Unknown $5=Faulted,0139206_2020-8-11-17-52-17,,,
Forward Impact Mitigation Operation Select Customization Current Setting Value at key on,vefimr_e_ops_cps_cursetkeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0139206_2020-8-11-17-52-17,,,
Front PCM Response Type Customization Current Setting Value at key on,vepcmr_e_ops_cursetvaluekeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0139206_2020-8-11-17-52-17,,,
Go Notifier Customization Current Setting Value at key on,vefsrr_e_ops_gonocustomkeyon,2,$0=SettingUnknown $1=Off $2=On,0139206_2020-8-11-17-52-17,,,
Lane Change Alert Customization Current Setting Value at key on,verimr_e_ops_lca_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-11-17-52-17,,,
Lateral Assist Customer Selection Status at key on,veldfr_e_ops_ltrlasststkeyon,0,$0 = Off $1 = LDW $2 = LKA $3 = HoLF,0139206_2020-8-11-17-52-17,,,
Outside Air Temperature Key OFF,veoatr_t_ops_tempkeyoff,31.359375,deg C (KeyOff),0139206_2020-8-11-17-52-17,,,
Outside Air Temperature Key ON,veoatr_t_ops_tempkeyon,33.328125,deg C (KeyOn),0139206_2020-8-11-17-52-17,,,
Outside Air Temperature Max,veoatr_t_maxtempthiskeyon,36.28125,deg C (Max),0139206_2020-8-11-17-52-17,,,
Outside Air Temperature Min,veoatr_t_mintempthiskeyon,31.359375,deg C (Min),0139206_2020-8-11-17-52-17,,,
Positioning System Latitude at Key OFF,vegpsr_phi_ops_latitudekeyoff,40.64996083,deg (Lat KeyOff),0139206_2020-8-11-17-52-17,,,
Positioning System Latitude at Key ON,vegpsr_phi_ops_latitudekeyon,40.86247861,deg (Lat KeyOn),0139206_2020-8-11-17-52-17,,,
Positioning System Longitude at Key OFF,vegpsr_phi_ops_longitudekeyoff,-74.29683583,deg (Long KeyOff),0139206_2020-8-11-17-52-17,,,
